licenca;descr;qtde;genero;mes_ano
PPH;PILOTO PRIVADO - HELICOPTERO;4;M;Jul-70
PPH;PILOTO PRIVADO - HELICOPTERO;2;M;Jul-73
PPH;PILOTO PRIVADO - HELICOPTERO;8;M;Jul-74
PPH;PILOTO PRIVADO - HELICOPTERO;1;M;Jul-75
PPH;PILOTO PRIVADO - HELICOPTERO;5;M;Jul-76
PPH;PILOTO PRIVADO - HELICOPTERO;6;M;Jul-77
PPH;PILOTO PRIVADO - HELICOPTERO;3;M;Jul-78
PPH;PILOTO PRIVADO - HELICOPTERO;5;M;Jul-79
PPH;PILOTO PRIVADO - HELICOPTERO;8;M;Jul-81
PPH;PILOTO PRIVADO - HELICOPTERO;9;M;Jul-82
PPH;PILOTO PRIVADO - HELICOPTERO;2;M;Jul-83
PPH;PILOTO PRIVADO - HELICOPTERO;1;M;Jul-84
PPH;PILOTO PRIVADO - HELICOPTERO;3;M;Jul-85
PPH;PILOTO PRIVADO - HELICOPTERO;5;M;Jul-86
PPH;PILOTO PRIVADO - HELICOPTERO;9;M;Jul-87
PPH;PILOTO PRIVADO - HELICOPTERO;3;M;Jul-88
PPH;PILOTO PRIVADO - HELICOPTERO;10;M;Jul-89
PPH;PILOTO PRIVADO - HELICOPTERO;9;M;Jul-90
PPH;PILOTO PRIVADO - HELICOPTERO;7;M;Jul-91
PPH;PILOTO PRIVADO - HELICOPTERO;11;M;Jul-92
PPH;PILOTO PRIVADO - HELICOPTERO;7;M;Jul-93
PPH;PILOTO PRIVADO - HELICOPTERO;3;M;Jul-94
PPH;PILOTO PRIVADO - HELICOPTERO;8;M;Jul-95
PPH;PILOTO PRIVADO - HELICOPTERO;11;M;Jul-96
PPH;PILOTO PRIVADO - HELICOPTERO;10;M;Jul-97
PPH;PILOTO PRIVADO - HELICOPTERO;21;M;Jul-98
PPH;PILOTO PRIVADO - HELICOPTERO;12;M;Jul-99
PPH;PILOTO PRIVADO - HELICOPTERO;31;M;08-00
PPH;PILOTO PRIVADO - HELICOPTERO;17;M;08-Jan
PPH;PILOTO PRIVADO - HELICOPTERO;15;M;08-Feb
PPH;PILOTO PRIVADO - HELICOPTERO;15;M;08-Mar
PPH;PILOTO PRIVADO - HELICOPTERO;10;M;08-Apr
PPH;PILOTO PRIVADO - HELICOPTERO;9;M;08-May
PPH;PILOTO PRIVADO - HELICOPTERO;14;M;08-Jun
PPH;PILOTO PRIVADO - HELICOPTERO;19;M;08-Jul
PPH;PILOTO PRIVADO - HELICOPTERO;28;M;08-Aug
PPH;PILOTO PRIVADO - HELICOPTERO;18;M;08-Sep
PPH;PILOTO PRIVADO - HELICOPTERO;58;M;Aug-10
PPH;PILOTO PRIVADO - HELICOPTERO;38;M;Aug-11
PPH;PILOTO PRIVADO - HELICOPTERO;96;M;Aug-12
PPH;PILOTO PRIVADO - HELICOPTERO;82;M;Aug-13
PPH;PILOTO PRIVADO - HELICOPTERO;20;M;Aug-14
PPH;PILOTO PRIVADO - HELICOPTERO;52;M;Aug-15
PPH;PILOTO PRIVADO - HELICOPTERO;13;M;Aug-16
PPH;PILOTO PRIVADO - HELICOPTERO;22;M;Aug-17
PPH;PILOTO PRIVADO - HELICOPTERO;14;M;Aug-18
PPH;PILOTO PRIVADO - HELICOPTERO;22;M;Aug-19
PPH;PILOTO PRIVADO - HELICOPTERO;9;M;Aug-20
PPH;PILOTO PRIVADO - HELICOPTERO;20;M;Aug-21
PPH;PILOTO PRIVADO - HELICOPTERO;15;M;Aug-22
PPH;PILOTO PRIVADO - HELICOPTERO;11;M;Aug-23
PPH;PILOTO PRIVADO - HELICOPTERO;1;M;Aug-52
PPH;PILOTO PRIVADO - HELICOPTERO;1;M;Aug-66
PPH;PILOTO PRIVADO - HELICOPTERO;3;M;Aug-68
PPH;PILOTO PRIVADO - HELICOPTERO;2;M;Aug-69
PPH;PILOTO PRIVADO - HELICOPTERO;5;M;Aug-72
PPH;PILOTO PRIVADO - HELICOPTERO;5;M;Aug-73
PPH;PILOTO PRIVADO - HELICOPTERO;5;M;Aug-74
PPH;PILOTO PRIVADO - HELICOPTERO;4;M;Aug-75
PPH;PILOTO PRIVADO - HELICOPTERO;5;M;Aug-76
PPH;PILOTO PRIVADO - HELICOPTERO;12;M;Aug-77
PPH;PILOTO PRIVADO - HELICOPTERO;7;M;Aug-78
PPH;PILOTO PRIVADO - HELICOPTERO;2;M;Aug-79
PPH;PILOTO PRIVADO - HELICOPTERO;5;M;Aug-80
PPH;PILOTO PRIVADO - HELICOPTERO;19;M;Aug-81
PPH;PILOTO PRIVADO - HELICOPTERO;3;M;Aug-82
PPH;PILOTO PRIVADO - HELICOPTERO;11;M;Aug-83
PPH;PILOTO PRIVADO - HELICOPTERO;7;M;Aug-84
PPH;PILOTO PRIVADO - HELICOPTERO;7;M;Aug-85
PPH;PILOTO PRIVADO - HELICOPTERO;4;M;Aug-86
PPH;PILOTO PRIVADO - HELICOPTERO;4;M;Aug-87
PPH;PILOTO PRIVADO - HELICOPTERO;5;M;Aug-88
PPH;PILOTO PRIVADO - HELICOPTERO;5;M;Aug-89
PPH;PILOTO PRIVADO - HELICOPTERO;10;M;Aug-90
PPH;PILOTO PRIVADO - HELICOPTERO;13;M;Aug-91
PPH;PILOTO PRIVADO - HELICOPTERO;7;M;Aug-92
PPH;PILOTO PRIVADO - HELICOPTERO;5;M;Aug-93
PPH;PILOTO PRIVADO - HELICOPTERO;10;M;Aug-94
PPH;PILOTO PRIVADO - HELICOPTERO;5;M;Aug-95
PPH;PILOTO PRIVADO - HELICOPTERO;15;M;Aug-96
PPH;PILOTO PRIVADO - HELICOPTERO;7;M;Aug-97
PPH;PILOTO PRIVADO - HELICOPTERO;16;M;Aug-98
PPH;PILOTO PRIVADO - HELICOPTERO;27;M;Aug-99
PPH;PILOTO PRIVADO - HELICOPTERO;42;M;09-00
PPH;PILOTO PRIVADO - HELICOPTERO;19;M;09-Jan
PPH;PILOTO PRIVADO - HELICOPTERO;40;M;09-Feb
PPH;PILOTO PRIVADO - HELICOPTERO;27;M;09-Mar
PPH;PILOTO PRIVADO - HELICOPTERO;11;M;09-Apr
PPH;PILOTO PRIVADO - HELICOPTERO;16;M;09-May
PPH;PILOTO PRIVADO - HELICOPTERO;17;M;09-Jun
PPH;PILOTO PRIVADO - HELICOPTERO;26;M;09-Jul
PPH;PILOTO PRIVADO - HELICOPTERO;16;M;09-Aug
PPH;PILOTO PRIVADO - HELICOPTERO;39;M;09-Sep
PPH;PILOTO PRIVADO - HELICOPTERO;52;M;Sep-10
PPH;PILOTO PRIVADO - HELICOPTERO;37;M;Sep-11
PPH;PILOTO PRIVADO - HELICOPTERO;72;M;Sep-12
PPH;PILOTO PRIVADO - HELICOPTERO;64;M;Sep-13
PPH;PILOTO PRIVADO - HELICOPTERO;59;M;Sep-14
PPH;PILOTO PRIVADO - HELICOPTERO;29;M;Sep-15
PPH;PILOTO PRIVADO - HELICOPTERO;18;M;Sep-16
PPH;PILOTO PRIVADO - HELICOPTERO;22;M;Sep-17
PPH;PILOTO PRIVADO - HELICOPTERO;15;M;Sep-18
PPH;PILOTO PRIVADO - HELICOPTERO;16;M;Sep-19
PPH;PILOTO PRIVADO - HELICOPTERO;12;M;Sep-20
PPH;PILOTO PRIVADO - HELICOPTERO;6;M;Sep-21
PPH;PILOTO PRIVADO - HELICOPTERO;17;M;Sep-22
PPH;PILOTO PRIVADO - HELICOPTERO;1;M;Sep-64
PPH;PILOTO PRIVADO - HELICOPTERO;1;M;Sep-67
PPH;PILOTO PRIVADO - HELICOPTERO;2;M;Sep-68
PPH;PILOTO PRIVADO - HELICOPTERO;2;M;Sep-71
PPH;PILOTO PRIVADO - HELICOPTERO;5;M;Sep-72
PPH;PILOTO PRIVADO - HELICOPTERO;4;M;Sep-73
PPH;PILOTO PRIVADO - HELICOPTERO;5;M;Sep-74
PPH;PILOTO PRIVADO - HELICOPTERO;5;M;Sep-75
PPH;PILOTO PRIVADO - HELICOPTERO;2;M;Sep-76
PPH;PILOTO PRIVADO - HELICOPTERO;9;M;Sep-77
PPH;PILOTO PRIVADO - HELICOPTERO;3;M;Sep-78
PPH;PILOTO PRIVADO - HELICOPTERO;3;M;Sep-79
PPH;PILOTO PRIVADO - HELICOPTERO;9;M;Sep-80
PPH;PILOTO PRIVADO - HELICOPTERO;20;M;Sep-81
PPH;PILOTO PRIVADO - HELICOPTERO;10;M;Sep-82
PPH;PILOTO PRIVADO - HELICOPTERO;7;M;Sep-83
PPH;PILOTO PRIVADO - HELICOPTERO;2;M;Sep-84
PPH;PILOTO PRIVADO - HELICOPTERO;9;M;Sep-85
PPH;PILOTO PRIVADO - HELICOPTERO;2;M;Sep-86
PPH;PILOTO PRIVADO - HELICOPTERO;2;M;Sep-87
PPH;PILOTO PRIVADO - HELICOPTERO;9;M;Sep-88
PPH;PILOTO PRIVADO - HELICOPTERO;1;M;Sep-89
PPH;PILOTO PRIVADO - HELICOPTERO;5;M;Sep-90
PPH;PILOTO PRIVADO - HELICOPTERO;9;M;Sep-91
PPH;PILOTO PRIVADO - HELICOPTERO;1;M;Sep-92
PPH;PILOTO PRIVADO - HELICOPTERO;5;M;Sep-93
PPH;PILOTO PRIVADO - HELICOPTERO;10;M;Sep-94
PPH;PILOTO PRIVADO - HELICOPTERO;4;M;Sep-95
PPH;PILOTO PRIVADO - HELICOPTERO;8;M;Sep-96
PPH;PILOTO PRIVADO - HELICOPTERO;8;M;Sep-97
PPH;PILOTO PRIVADO - HELICOPTERO;32;M;Sep-98
PPH;PILOTO PRIVADO - HELICOPTERO;24;M;Sep-99
PPH;PILOTO PRIVADO - HELICOPTERO;12;M;10-00
PPH;PILOTO PRIVADO - HELICOPTERO;23;M;10-Jan
PPH;PILOTO PRIVADO - HELICOPTERO;40;M;10-Feb
PPH;PILOTO PRIVADO - HELICOPTERO;12;M;10-Mar
PPH;PILOTO PRIVADO - HELICOPTERO;24;M;10-Apr
PPH;PILOTO PRIVADO - HELICOPTERO;33;M;10-May
PPH;PILOTO PRIVADO - HELICOPTERO;13;M;10-Jun
PPH;PILOTO PRIVADO - HELICOPTERO;14;M;10-Jul
PPH;PILOTO PRIVADO - HELICOPTERO;16;M;10-Aug
PPH;PILOTO PRIVADO - HELICOPTERO;24;M;10-Sep
PPH;PILOTO PRIVADO - HELICOPTERO;43;M;Oct-10
PPH;PILOTO PRIVADO - HELICOPTERO;28;M;Oct-11
PPH;PILOTO PRIVADO - HELICOPTERO;61;M;Oct-12
PPH;PILOTO PRIVADO - HELICOPTERO;94;M;Oct-13
PPH;PILOTO PRIVADO - HELICOPTERO;55;M;Oct-14
PPH;PILOTO PRIVADO - HELICOPTERO;44;M;Oct-15
PPH;PILOTO PRIVADO - HELICOPTERO;19;M;Oct-16
PPH;PILOTO PRIVADO - HELICOPTERO;10;M;Oct-17
PPH;PILOTO PRIVADO - HELICOPTERO;15;M;Oct-18
PPH;PILOTO PRIVADO - HELICOPTERO;18;M;Oct-19
PPH;PILOTO PRIVADO - HELICOPTERO;8;M;Oct-20
PPH;PILOTO PRIVADO - HELICOPTERO;21;M;Oct-21
PPH;PILOTO PRIVADO - HELICOPTERO;8;M;Oct-22
PPH;PILOTO PRIVADO - HELICOPTERO;1;M;Oct-65
PPH;PILOTO PRIVADO - HELICOPTERO;1;M;Oct-68
PPH;PILOTO PRIVADO - HELICOPTERO;1;M;Oct-69
PPH;PILOTO PRIVADO - HELICOPTERO;1;M;Oct-70
PPH;PILOTO PRIVADO - HELICOPTERO;9;M;Oct-73
PPH;PILOTO PRIVADO - HELICOPTERO;8;M;Oct-74
PPH;PILOTO PRIVADO - HELICOPTERO;5;M;Oct-75
PPH;PILOTO PRIVADO - HELICOPTERO;1;M;Oct-76
PPH;PILOTO PRIVADO - HELICOPTERO;3;M;Oct-77
PPH;PILOTO PRIVADO - HELICOPTERO;3;M;Oct-78
PPH;PILOTO PRIVADO - HELICOPTERO;6;M;Oct-79
PPH;PILOTO PRIVADO - HELICOPTERO;10;M;Oct-80
PPH;PILOTO PRIVADO - HELICOPTERO;18;M;Oct-81
PPH;PILOTO PRIVADO - HELICOPTERO;6;M;Oct-82
PPH;PILOTO PRIVADO - HELICOPTERO;5;M;Oct-83
PPH;PILOTO PRIVADO - HELICOPTERO;5;M;Oct-84
PPH;PILOTO PRIVADO - HELICOPTERO;6;M;Oct-85
PPH;PILOTO PRIVADO - HELICOPTERO;6;M;Oct-86
PPH;PILOTO PRIVADO - HELICOPTERO;5;M;Oct-87
PPH;PILOTO PRIVADO - HELICOPTERO;2;M;Oct-88
PPH;PILOTO PRIVADO - HELICOPTERO;6;M;Oct-89
PPH;PILOTO PRIVADO - HELICOPTERO;7;M;Oct-90
PPH;PILOTO PRIVADO - HELICOPTERO;6;M;Oct-91
PPH;PILOTO PRIVADO - HELICOPTERO;4;M;Oct-92
PPH;PILOTO PRIVADO - HELICOPTERO;9;M;Oct-93
PPH;PILOTO PRIVADO - HELICOPTERO;1;M;Oct-94
PPH;PILOTO PRIVADO - HELICOPTERO;6;M;Oct-95
PPH;PILOTO PRIVADO - HELICOPTERO;7;M;Oct-96
PPH;PILOTO PRIVADO - HELICOPTERO;26;M;Oct-97
PPH;PILOTO PRIVADO - HELICOPTERO;26;M;Oct-98
PPH;PILOTO PRIVADO - HELICOPTERO;65;M;Oct-99
PPH;PILOTO PRIVADO - HELICOPTERO;10;M;11-00
PPH;PILOTO PRIVADO - HELICOPTERO;22;M;11-Jan
PPH;PILOTO PRIVADO - HELICOPTERO;16;M;11-Feb
PPH;PILOTO PRIVADO - HELICOPTERO;15;M;11-Mar
PPH;PILOTO PRIVADO - HELICOPTERO;18;M;11-Apr
PPH;PILOTO PRIVADO - HELICOPTERO;21;M;11-May
PPH;PILOTO PRIVADO - HELICOPTERO;7;M;11-Jun
PPH;PILOTO PRIVADO - HELICOPTERO;11;M;11-Jul
PPH;PILOTO PRIVADO - HELICOPTERO;22;M;11-Aug
PPH;PILOTO PRIVADO - HELICOPTERO;17;M;11-Sep
PPH;PILOTO PRIVADO - HELICOPTERO;62;M;Nov-10
PPH;PILOTO PRIVADO - HELICOPTERO;80;M;Nov-11
PPH;PILOTO PRIVADO - HELICOPTERO;49;M;Nov-12
PPH;PILOTO PRIVADO - HELICOPTERO;87;M;Nov-13
PPH;PILOTO PRIVADO - HELICOPTERO;80;M;Nov-14
PPH;PILOTO PRIVADO - HELICOPTERO;32;M;Nov-15
PPH;PILOTO PRIVADO - HELICOPTERO;20;M;Nov-16
PPH;PILOTO PRIVADO - HELICOPTERO;8;M;Nov-17
PPH;PILOTO PRIVADO - HELICOPTERO;9;M;Nov-18
PPH;PILOTO PRIVADO - HELICOPTERO;13;M;Nov-19
PPH;PILOTO PRIVADO - HELICOPTERO;9;M;Nov-20
PPH;PILOTO PRIVADO - HELICOPTERO;9;M;Nov-21
PPH;PILOTO PRIVADO - HELICOPTERO;12;M;Nov-22
PPH;PILOTO PRIVADO - HELICOPTERO;1;M;Nov-63
PPH;PILOTO PRIVADO - HELICOPTERO;2;M;Nov-66
PPH;PILOTO PRIVADO - HELICOPTERO;1;M;Nov-67
PPH;PILOTO PRIVADO - HELICOPTERO;1;M;Nov-69
PPH;PILOTO PRIVADO - HELICOPTERO;1;M;Nov-70
PPH;PILOTO PRIVADO - HELICOPTERO;1;M;Nov-72
PPH;PILOTO PRIVADO - HELICOPTERO;2;M;Nov-73
PPH;PILOTO PRIVADO - HELICOPTERO;5;M;Nov-74
PPH;PILOTO PRIVADO - HELICOPTERO;3;M;Nov-75
PPH;PILOTO PRIVADO - HELICOPTERO;3;M;Nov-76
PPH;PILOTO PRIVADO - HELICOPTERO;5;M;Nov-77
PPH;PILOTO PRIVADO - HELICOPTERO;4;M;Nov-78
PPH;PILOTO PRIVADO - HELICOPTERO;5;M;Nov-79
PPH;PILOTO PRIVADO - HELICOPTERO;10;M;Nov-80
PPH;PILOTO PRIVADO - HELICOPTERO;12;M;Nov-81
PPH;PILOTO PRIVADO - HELICOPTERO;5;M;Nov-82
PPH;PILOTO PRIVADO - HELICOPTERO;2;M;Nov-83
PPH;PILOTO PRIVADO - HELICOPTERO;13;M;Nov-84
PPH;PILOTO PRIVADO - HELICOPTERO;4;M;Nov-86
PPH;PILOTO PRIVADO - HELICOPTERO;6;M;Nov-87
PPH;PILOTO PRIVADO - HELICOPTERO;2;M;Nov-88
PPH;PILOTO PRIVADO - HELICOPTERO;5;M;Nov-89
PPH;PILOTO PRIVADO - HELICOPTERO;4;M;Nov-90
PPH;PILOTO PRIVADO - HELICOPTERO;5;M;Nov-91
PPH;PILOTO PRIVADO - HELICOPTERO;6;M;Nov-92
PPH;PILOTO PRIVADO - HELICOPTERO;2;M;Nov-93
PPH;PILOTO PRIVADO - HELICOPTERO;3;M;Nov-94
PPH;PILOTO PRIVADO - HELICOPTERO;11;M;Nov-95
PPH;PILOTO PRIVADO - HELICOPTERO;6;M;Nov-96
PPH;PILOTO PRIVADO - HELICOPTERO;16;M;Nov-97
PPH;PILOTO PRIVADO - HELICOPTERO;26;M;Nov-98
PPH;PILOTO PRIVADO - HELICOPTERO;18;M;Nov-99
PPH;PILOTO PRIVADO - HELICOPTERO;29;M;12-00
PPH;PILOTO PRIVADO - HELICOPTERO;14;M;12-Jan
PPH;PILOTO PRIVADO - HELICOPTERO;31;M;12-Feb
PPH;PILOTO PRIVADO - HELICOPTERO;12;M;12-Mar
PPH;PILOTO PRIVADO - HELICOPTERO;14;M;12-Apr
PPH;PILOTO PRIVADO - HELICOPTERO;9;M;12-May
PPH;PILOTO PRIVADO - HELICOPTERO;17;M;12-Jun
PPH;PILOTO PRIVADO - HELICOPTERO;18;M;12-Jul
PPH;PILOTO PRIVADO - HELICOPTERO;5;M;12-Aug
PPH;PILOTO PRIVADO - HELICOPTERO;10;M;12-Sep
PPH;PILOTO PRIVADO - HELICOPTERO;5;M;Dec-09
PPH;PILOTO PRIVADO - HELICOPTERO;61;M;Dec-10
PPH;PILOTO PRIVADO - HELICOPTERO;34;M;Dec-11
PPH;PILOTO PRIVADO - HELICOPTERO;43;M;Dec-12
PPH;PILOTO PRIVADO - HELICOPTERO;80;M;Dec-13
PPH;PILOTO PRIVADO - HELICOPTERO;45;M;Dec-14
PPH;PILOTO PRIVADO - HELICOPTERO;46;M;Dec-15
PPH;PILOTO PRIVADO - HELICOPTERO;18;M;Dec-16
PPH;PILOTO PRIVADO - HELICOPTERO;21;M;Dec-17
PPH;PILOTO PRIVADO - HELICOPTERO;10;M;Dec-18
PPH;PILOTO PRIVADO - HELICOPTERO;17;M;Dec-19
PPH;PILOTO PRIVADO - HELICOPTERO;10;M;Dec-20
PPH;PILOTO PRIVADO - HELICOPTERO;22;M;Dec-21
PPH;PILOTO PRIVADO - HELICOPTERO;7;M;Dec-22
PPH;PILOTO PRIVADO - HELICOPTERO;2;M;Dec-63
PPH;PILOTO PRIVADO - HELICOPTERO;1;M;Dec-66
PPH;PILOTO PRIVADO - HELICOPTERO;1;M;Dec-67
PPH;PILOTO PRIVADO - HELICOPTERO;1;M;Dec-68
PPH;PILOTO PRIVADO - HELICOPTERO;1;M;Dec-70
PPH;PILOTO PRIVADO - HELICOPTERO;4;M;Dec-72
PPH;PILOTO PRIVADO - HELICOPTERO;6;M;Dec-73
PPH;PILOTO PRIVADO - HELICOPTERO;11;M;Dec-74
PPH;PILOTO PRIVADO - HELICOPTERO;4;M;Dec-76
PPH;PILOTO PRIVADO - HELICOPTERO;3;M;Dec-77
PPH;PILOTO PRIVADO - HELICOPTERO;4;M;Dec-78
PPH;PILOTO PRIVADO - HELICOPTERO;6;M;Dec-79
PPH;PILOTO PRIVADO - HELICOPTERO;9;M;Dec-80
PPH;PILOTO PRIVADO - HELICOPTERO;14;M;Dec-81
PPH;PILOTO PRIVADO - HELICOPTERO;5;M;Dec-82
PPH;PILOTO PRIVADO - HELICOPTERO;6;M;Dec-83
PPH;PILOTO PRIVADO - HELICOPTERO;5;M;Dec-84
PPH;PILOTO PRIVADO - HELICOPTERO;5;M;Dec-85
PPH;PILOTO PRIVADO - HELICOPTERO;2;M;Dec-86
PPH;PILOTO PRIVADO - HELICOPTERO;5;M;Dec-87
PPH;PILOTO PRIVADO - HELICOPTERO;8;M;Dec-88
PPH;PILOTO PRIVADO - HELICOPTERO;7;M;Dec-89
PPH;PILOTO PRIVADO - HELICOPTERO;2;M;Dec-90
PPH;PILOTO PRIVADO - HELICOPTERO;3;M;Dec-91
PPH;PILOTO PRIVADO - HELICOPTERO;4;M;Dec-92
PPH;PILOTO PRIVADO - HELICOPTERO;12;M;Dec-93
PPH;PILOTO PRIVADO - HELICOPTERO;6;M;Dec-94
PPH;PILOTO PRIVADO - HELICOPTERO;12;M;Dec-96
PPH;PILOTO PRIVADO - HELICOPTERO;11;M;Dec-97
PPH;PILOTO PRIVADO - HELICOPTERO;20;M;Dec-98
PPH;PILOTO PRIVADO - HELICOPTERO;21;M;Dec-99
PPD;PILOTO PRIVADO - DIRIGIVEL;1;M;Aug-11
PPB;PILOTO DE BALAO LIVRE;1;M;01-Jan
PPB;PILOTO DE BALAO LIVRE;1;M;01-Apr
PPB;PILOTO DE BALAO LIVRE;1;M;01-Aug
PPB;PILOTO DE BALAO LIVRE;3;M;Jan-12
PPB;PILOTO DE BALAO LIVRE;3;M;Jan-13
PPB;PILOTO DE BALAO LIVRE;2;M;Jan-17
PPB;PILOTO DE BALAO LIVRE;7;M;Jan-19
PPB;PILOTO DE BALAO LIVRE;2;M;Jan-20
PPB;PILOTO DE BALAO LIVRE;3;M;Jan-21
PPB;PILOTO DE BALAO LIVRE;3;M;Jan-22
PPB;PILOTO DE BALAO LIVRE;2;M;Jan-88
PPB;PILOTO DE BALAO LIVRE;3;M;Jan-89
PPB;PILOTO DE BALAO LIVRE;1;M;Jan-99
PPB;PILOTO DE BALAO LIVRE;2;M;02-00
PPB;PILOTO DE BALAO LIVRE;1;M;02-Jan
PPB;PILOTO DE BALAO LIVRE;1;M;02-Feb
PPB;PILOTO DE BALAO LIVRE;2;M;Feb-13
PPB;PILOTO DE BALAO LIVRE;2;M;Feb-15
PPB;PILOTO DE BALAO LIVRE;2;M;Feb-19
PPB;PILOTO DE BALAO LIVRE;2;M;Feb-20
PPB;PILOTO DE BALAO LIVRE;4;M;Feb-21
PPB;PILOTO DE BALAO LIVRE;6;M;Feb-22
PPB;PILOTO DE BALAO LIVRE;1;M;Feb-97
PPB;PILOTO DE BALAO LIVRE;2;M;03-Jan
PPB;PILOTO DE BALAO LIVRE;1;M;03-Feb
PPB;PILOTO DE BALAO LIVRE;2;M;03-Jul
PPB;PILOTO DE BALAO LIVRE;4;M;Mar-10
PPB;PILOTO DE BALAO LIVRE;2;M;Mar-11
PPB;PILOTO DE BALAO LIVRE;2;M;Mar-12
PPB;PILOTO DE BALAO LIVRE;4;M;Mar-16
PPB;PILOTO DE BALAO LIVRE;2;M;Mar-17
PPB;PILOTO DE BALAO LIVRE;1;M;Mar-18
PPB;PILOTO DE BALAO LIVRE;3;M;Mar-20
PPB;PILOTO DE BALAO LIVRE;9;M;Mar-21
PPB;PILOTO DE BALAO LIVRE;7;M;Mar-22
PPB;PILOTO DE BALAO LIVRE;16;M;Mar-82
PPB;PILOTO DE BALAO LIVRE;2;M;Mar-91
PPB;PILOTO DE BALAO LIVRE;1;M;Mar-93
PPB;PILOTO DE BALAO LIVRE;1;M;04-Aug
PPB;PILOTO DE BALAO LIVRE;1;M;Apr-13
PPB;PILOTO DE BALAO LIVRE;2;M;Apr-15
PPB;PILOTO DE BALAO LIVRE;2;M;Apr-17
PPB;PILOTO DE BALAO LIVRE;1;M;Apr-19
PPB;PILOTO DE BALAO LIVRE;2;M;Apr-21
PPB;PILOTO DE BALAO LIVRE;6;M;Apr-22
PPB;PILOTO DE BALAO LIVRE;1;M;Apr-23
PPB;PILOTO DE BALAO LIVRE;1;M;Apr-90
PPB;PILOTO DE BALAO LIVRE;1;M;Apr-91
PPB;PILOTO DE BALAO LIVRE;1;M;Apr-93
PPB;PILOTO DE BALAO LIVRE;3;M;Apr-96
PPB;PILOTO DE BALAO LIVRE;1;M;Apr-97
PPB;PILOTO DE BALAO LIVRE;1;M;Apr-98
PPB;PILOTO DE BALAO LIVRE;1;M;05-Feb
PPB;PILOTO DE BALAO LIVRE;2;M;05-Mar
PPB;PILOTO DE BALAO LIVRE;1;M;05-May
PPB;PILOTO DE BALAO LIVRE;1;M;05-Jun
PPB;PILOTO DE BALAO LIVRE;1;M;05-Jul
PPB;PILOTO DE BALAO LIVRE;1;M;May-10
PPB;PILOTO DE BALAO LIVRE;1;M;May-11
PPB;PILOTO DE BALAO LIVRE;1;M;May-13
PPB;PILOTO DE BALAO LIVRE;1;M;May-16
PPB;PILOTO DE BALAO LIVRE;2;M;May-18
PPB;PILOTO DE BALAO LIVRE;1;M;May-19
PPB;PILOTO DE BALAO LIVRE;4;M;May-21
PPB;PILOTO DE BALAO LIVRE;2;M;May-22
PPB;PILOTO DE BALAO LIVRE;1;M;May-91
PPB;PILOTO DE BALAO LIVRE;1;M;May-92
PPB;PILOTO DE BALAO LIVRE;1;M;May-94
PPB;PILOTO DE BALAO LIVRE;1;M;May-96
PPB;PILOTO DE BALAO LIVRE;2;M;May-98
PPB;PILOTO DE BALAO LIVRE;1;M;06-Jan
PPB;PILOTO DE BALAO LIVRE;1;M;06-Mar
PPB;PILOTO DE BALAO LIVRE;1;M;06-May
PPB;PILOTO DE BALAO LIVRE;1;M;06-Jul
PPB;PILOTO DE BALAO LIVRE;4;M;06-Aug
PPB;PILOTO DE BALAO LIVRE;1;M;Jun-10
PPB;PILOTO DE BALAO LIVRE;1;M;Jun-11
PPB;PILOTO DE BALAO LIVRE;1;M;Jun-15
PPB;PILOTO DE BALAO LIVRE;1;M;Jun-16
PPB;PILOTO DE BALAO LIVRE;1;M;Jun-20
PPB;PILOTO DE BALAO LIVRE;4;M;Jun-21
PPB;PILOTO DE BALAO LIVRE;3;M;Jun-22
PPB;PILOTO DE BALAO LIVRE;1;M;Jun-23
PPB;PILOTO DE BALAO LIVRE;3;M;Jun-86
PPB;PILOTO DE BALAO LIVRE;1;M;Jun-88
PPB;PILOTO DE BALAO LIVRE;1;M;Jun-92
PPB;PILOTO DE BALAO LIVRE;1;M;Jun-94
PPB;PILOTO DE BALAO LIVRE;1;M;Jun-96
PPB;PILOTO DE BALAO LIVRE;1;M;Jun-97
PPB;PILOTO DE BALAO LIVRE;1;M;Jun-99
PPB;PILOTO DE BALAO LIVRE;2;M;07-Feb
PPB;PILOTO DE BALAO LIVRE;1;M;07-Mar
PPB;PILOTO DE BALAO LIVRE;1;M;07-Jun
PPB;PILOTO DE BALAO LIVRE;2;M;07-Sep
PPB;PILOTO DE BALAO LIVRE;1;M;Jul-10
PPB;PILOTO DE BALAO LIVRE;3;M;Jul-12
PPB;PILOTO DE BALAO LIVRE;4;M;Jul-15
PPB;PILOTO DE BALAO LIVRE;2;M;Jul-16
PPB;PILOTO DE BALAO LIVRE;1;M;Jul-17
PPB;PILOTO DE BALAO LIVRE;2;M;Jul-20
PPB;PILOTO DE BALAO LIVRE;4;M;Jul-21
PPB;PILOTO DE BALAO LIVRE;3;M;Jul-22
PPB;PILOTO DE BALAO LIVRE;1;M;Jul-90
PPB;PILOTO DE BALAO LIVRE;4;M;Jul-91
PPB;PILOTO DE BALAO LIVRE;2;M;Jul-94
PPB;PILOTO DE BALAO LIVRE;1;M;Jul-95
PPB;PILOTO DE BALAO LIVRE;2;M;Jul-96
PPB;PILOTO DE BALAO LIVRE;1;M;Jul-99
PPB;PILOTO DE BALAO LIVRE;1;M;08-00
PPB;PILOTO DE BALAO LIVRE;3;M;08-Jan
